user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,high_accessibility_users,intersectional_label
user_3967,High Contrast Mode,18.15,2.0,2,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_3380,High Contrast Mode,7.42,2.0,3,Senior,Male,None,True,Senior - Male - None
user_2470,Colorblind Mode,43.99,3.0,3,Teenager,Male,None,True,Teenager - Male - None
user_570,Visual Aid,20.47,4.0,5,Teenager,Male,None,True,Teenager - Male - None
user_9317,Visual Aid,58.19,2.0,3,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_4625,Multilingual,24.23,4.0,1,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_8568,High Contrast Mode,99.37,1.0,4,Professional,Male,None,True,Professional - Male - None
user_1551,High Contrast Mode,107.29,3.0,0,Adult,Female,None,False,Adult - Female - None
user_6660,Multilingual,79.41,3.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_8314,Colorblind Mode,96.55,5.0,5,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_5811,High Contrast Mode,57.53,1.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_3123,Visual Aid,94.65,5.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_1400,Multilingual,54.85,2.0,1,Adult,Female,None,False,Adult - Female - None
user_9541,Colorblind Mode,103.49,3.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_9481,Colorblind Mode,41.6,2.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_9774,Visual Aid,86.8,2.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_28,Multilingual,94.62,5.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_8604,Colorblind Mode,108.97,1.0,1,Adult,Female,None,False,Adult - Female - None
user_7736,Text-to-Speech,17.92,2.0,2,Adult,Male,None,False,Adult - Male - None
user_545,Multilingual,23.66,5.0,4,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_1102,High Contrast Mode,62.07,1.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_4986,Text-to-Speech,108.79,5.0,2,Teenager,Female,None,False,Teenager - Female - None
user_6233,Multilingual,69.55,5.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_1852,High Contrast Mode,96.9,5.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_8441,Colorblind Mode,80.56,1.0,1,Young Adult,Male,None,False,Young Adult - Male - None
user_7695,Text-to-Speech,38.36,2.0,0,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_932,Text-to-Speech,39.28,3.0,3,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_2681,High Contrast Mode,105.09,2.0,2,Adult,Male,None,False,Adult - Male - None
user_7805,Colorblind Mode,21.41,3.0,3,Adult,Female,None,True,Adult - Female - None
user_3743,High Contrast Mode,110.69,2.0,3,Professional,Male,None,True,Professional - Male - None
user_2121,Multilingual,5.83,2.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_4367,Text-to-Speech,95.82,3.0,3,Young Adult,Male,None,True,Young Adult - Male - None
user_6389,Text-to-Speech,43.17,5.0,0,Adult,Female,None,False,Adult - Female - None
user_7563,Visual Aid,48.78,3.0,1,Teenager,Female,None,False,Teenager - Female - None
user_8818,Visual Aid,112.73,4.0,0,Senior,Male,None,False,Senior - Male - None
user_3789,Colorblind Mode,81.09,1.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_1461,Multilingual,29.28,2.0,0,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_4995,Colorblind Mode,24.65,3.0,3,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_6359,Colorblind Mode,71.25,3.0,5,Teenager,Male,None,True,Teenager - Male - None
user_4591,Multilingual,52.14,5.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_2584,Text-to-Speech,17.13,4.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_5470,Text-to-Speech,33.75,4.0,4,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_473,High Contrast Mode,90.41,5.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_8326,Text-to-Speech,96.93,4.0,3,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_8475,Text-to-Speech,21.42,2.0,3,Adult,Male,None,True,Adult - Male - None
user_2880,High Contrast Mode,66.33,4.0,3,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_3896,Multilingual,81.2,5.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_2317,Visual Aid,113.58,3.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_4339,Text-to-Speech,98.13,4.0,4,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_3251,Visual Aid,113.41,3.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_6733,Colorblind Mode,107.36,3.0,2,Adult,Female,None,False,Adult - Female - None
user_9360,Multilingual,94.95,1.0,1,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_7076,Multilingual,25.32,3.0,1,Professional,Male,None,False,Professional - Male - None
user_5000,Colorblind Mode,118.49,2.0,2,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_7337,High Contrast Mode,64.13,5.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_8039,Visual Aid,56.31,3.0,4,Professional,Male,None,True,Professional - Male - None
user_3490,High Contrast Mode,84.52,2.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_2434,High Contrast Mode,77.16,1.0,1,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_4082,Visual Aid,65.42,3.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_8063,Visual Aid,9.63,3.0,3,Adult,Female,None,True,Adult - Female - None
user_2572,Multilingual,85.04,2.0,4,Senior,Male,None,True,Senior - Male - None
user_4190,High Contrast Mode,28.75,3.0,5,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_9690,High Contrast Mode,103.15,2.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_2699,Colorblind Mode,113.83,3.0,4,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_9904,Text-to-Speech,95.22,4.0,0,Professional,Male,None,False,Professional - Male - None
user_2715,High Contrast Mode,96.58,3.0,5,Adult,Male,None,True,Adult - Male - None
user_1422,Visual Aid,62.91,3.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_4047,Multilingual,77.16,2.0,5,Senior,Female,None,True,Senior - Female - None
user_3777,Multilingual,68.18,2.0,2,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_2265,Visual Aid,9.98,1.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_5010,High Contrast Mode,44.72,2.0,5,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_88,Multilingual,15.75,5.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_6446,Text-to-Speech,58.8,3.0,4,Professional,Female,None,True,Professional - Female - None
user_1179,Visual Aid,103.82,5.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_8471,Colorblind Mode,102.24,1.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_6602,High Contrast Mode,119.29,3.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_4729,Colorblind Mode,25.46,2.0,5,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_6623,Multilingual,16.1,2.0,2,Senior,Male,None,False,Senior - Male - None
user_330,Colorblind Mode,55.43,1.0,5,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_5859,Multilingual,50.94,5.0,4,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_6491,Colorblind Mode,37.62,3.0,1,Teenager,Male,None,False,Teenager - Male - None
user_9642,Text-to-Speech,17.72,3.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_2450,Colorblind Mode,51.27,2.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_7337,Visual Aid,43.43,4.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_4134,Visual Aid,97.84,5.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_6078,Multilingual,68.08,2.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_443,Multilingual,11.75,4.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_6004,Text-to-Speech,95.12,2.0,1,Professional,Female,None,False,Professional - Female - None
user_6663,Colorblind Mode,65.08,3.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_5875,Visual Aid,13.56,5.0,0,Professional,Female,None,False,Professional - Female - None
user_8583,Visual Aid,83.72,3.0,5,Professional,Male,None,True,Professional - Male - None
user_2752,Visual Aid,97.57,3.0,1,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_6265,Colorblind Mode,54.14,5.0,3,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_1368,Multilingual,105.4,2.0,5,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_7037,Multilingual,77.36,5.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_9552,High Contrast Mode,104.15,3.0,1,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_1553,Visual Aid,90.57,2.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_3272,Colorblind Mode,12.25,1.0,2,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_4531,Visual Aid,21.65,3.0,1,Teenager,Male,None,False,Teenager - Male - None
user_3645,Visual Aid,17.23,5.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_8558,High Contrast Mode,20.72,3.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_1157,Visual Aid,67.03,4.0,5,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_2559,Multilingual,107.09,5.0,5,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_5554,Multilingual,40.41,3.0,4,Professional,Female,None,True,Professional - Female - None
user_9182,Visual Aid,96.71,4.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_771,Visual Aid,93.24,4.0,5,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_3038,Text-to-Speech,32.19,4.0,4,Young Adult,Female,None,True,Young Adult - Female - None
user_5244,Multilingual,58.0,4.0,2,Teenager,Male,None,False,Teenager - Male - None
user_6422,Multilingual,40.82,1.0,4,Young Adult,Male,None,True,Young Adult - Male - None
user_2773,High Contrast Mode,104.28,2.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_1366,Colorblind Mode,37.79,3.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_9824,Text-to-Speech,70.66,3.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_7250,Multilingual,84.89,1.0,1,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_4427,Colorblind Mode,31.14,1.0,3,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_7788,High Contrast Mode,79.36,1.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_7141,Visual Aid,70.59,3.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_779,Visual Aid,63.19,2.0,3,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_4911,Colorblind Mode,85.82,2.0,1,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_4868,Colorblind Mode,24.2,1.0,4,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_956,Visual Aid,117.56,3.0,4,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_4872,Text-to-Speech,69.69,3.0,2,Professional,Male,None,False,Professional - Male - None
user_2411,High Contrast Mode,29.94,5.0,3,Professional,Female,None,True,Professional - Female - None
user_4364,Multilingual,80.99,5.0,0,Senior,Female,None,False,Senior - Female - None
user_1779,Text-to-Speech,89.29,1.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_4729,High Contrast Mode,86.22,2.0,3,Teenager,Male,None,True,Teenager - Male - None
user_2400,Text-to-Speech,69.63,4.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_6824,Multilingual,15.51,2.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_5163,Multilingual,59.04,1.0,4,Senior,Female,None,True,Senior - Female - None
user_6148,Text-to-Speech,35.74,4.0,5,Young Adult,Female,None,True,Young Adult - Female - None
user_2540,Visual Aid,97.82,5.0,3,Young Adult,Male,None,True,Young Adult - Male - None
user_6921,Visual Aid,17.19,5.0,5,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_1153,Multilingual,95.57,4.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_6474,Text-to-Speech,41.42,5.0,2,Young Adult,Female,None,False,Young Adult - Female - None
user_898,Colorblind Mode,59.09,3.0,1,Senior,Female,None,False,Senior - Female - None
user_4201,Multilingual,70.28,3.0,0,Adult,Male,None,False,Adult - Male - None
user_6618,Text-to-Speech,48.07,1.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_4865,Colorblind Mode,104.18,3.0,5,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_4035,High Contrast Mode,12.0,1.0,5,Teenager,Male,None,True,Teenager - Male - None
user_437,High Contrast Mode,35.57,3.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_444,Colorblind Mode,96.84,4.0,5,Adult,Male,None,True,Adult - Male - None
user_7188,Visual Aid,44.46,5.0,2,Professional,Male,None,False,Professional - Male - None
user_2625,Colorblind Mode,66.68,2.0,2,Teenager,Male,None,False,Teenager - Male - None
user_5007,Colorblind Mode,70.09,5.0,1,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_7587,Text-to-Speech,51.5,4.0,3,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_6446,Text-to-Speech,17.7,1.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_6341,Text-to-Speech,82.41,4.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_168,Multilingual,100.45,3.0,1,Senior,Male,None,False,Senior - Male - None
user_5849,High Contrast Mode,88.83,5.0,3,Senior,Female,None,True,Senior - Female - None
user_3571,Text-to-Speech,60.87,3.0,3,Teenager,Female,None,True,Teenager - Female - None
user_1176,High Contrast Mode,82.12,2.0,1,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_3569,Colorblind Mode,81.93,5.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_7876,Colorblind Mode,98.29,5.0,2,Teenager,Male,None,False,Teenager - Male - None
user_8666,High Contrast Mode,17.55,4.0,4,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_3437,Multilingual,98.52,4.0,5,Teenager,Male,None,True,Teenager - Male - None
user_7573,Colorblind Mode,70.81,3.0,5,Professional,Female,None,True,Professional - Female - None
user_4652,Visual Aid,35.55,3.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_7828,Colorblind Mode,38.93,3.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_6165,Text-to-Speech,44.94,2.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_6224,Visual Aid,14.1,2.0,5,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_9884,High Contrast Mode,98.71,5.0,5,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_3675,Visual Aid,93.66,2.0,0,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_8077,Visual Aid,52.76,5.0,1,Teenager,Female,None,False,Teenager - Female - None
user_7740,Colorblind Mode,62.55,2.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_7890,Colorblind Mode,100.6,3.0,0,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_3039,Colorblind Mode,40.18,4.0,3,Senior,Female,None,True,Senior - Female - None
user_5000,Visual Aid,82.92,2.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_2888,Visual Aid,110.76,1.0,2,Senior,Male,None,False,Senior - Male - None
user_4210,Multilingual,47.64,5.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_2767,Colorblind Mode,97.43,1.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_7909,Multilingual,98.1,4.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_8356,Multilingual,85.85,2.0,0,Adult,Female,None,False,Adult - Female - None
user_5111,Multilingual,46.67,4.0,2,Teenager,Female,None,False,Teenager - Female - None
user_1182,High Contrast Mode,30.31,3.0,0,Professional,Male,None,False,Professional - Male - None
user_2887,Visual Aid,47.57,3.0,4,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_8828,Text-to-Speech,63.95,2.0,5,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_8054,Multilingual,58.7,3.0,3,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_6754,Multilingual,72.0,5.0,5,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_1737,Multilingual,41.31,5.0,3,Adult,Male,None,True,Adult - Male - None
user_2190,High Contrast Mode,5.35,2.0,4,Young Adult,Male,None,True,Young Adult - Male - None
user_8269,Multilingual,99.26,5.0,3,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_2370,Visual Aid,118.55,3.0,1,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_6991,Visual Aid,37.24,2.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_1731,Visual Aid,16.41,3.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_2613,Colorblind Mode,64.74,5.0,4,Teenager,Male,None,True,Teenager - Male - None
user_4581,Multilingual,78.91,4.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_9556,Text-to-Speech,15.05,2.0,4,Teenager,Female,None,True,Teenager - Female - None
user_9072,Text-to-Speech,40.13,2.0,0,Senior,Female,None,False,Senior - Female - None
user_7563,Multilingual,95.56,4.0,3,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_7345,Visual Aid,75.36,3.0,2,Adult,Male,None,False,Adult - Male - None
user_9983,High Contrast Mode,24.5,1.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_9294,High Contrast Mode,76.01,1.0,3,Adult,Female,None,True,Adult - Female - None
user_9836,Visual Aid,83.78,1.0,1,Teenager,Male,None,False,Teenager - Male - None
user_4696,Text-to-Speech,27.44,2.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_8275,Text-to-Speech,52.06,1.0,5,Professional,Female,None,True,Professional - Female - None
user_1201,Visual Aid,24.31,2.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_9550,Multilingual,56.82,5.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_5106,Multilingual,47.16,3.0,2,Young Adult,Female,None,False,Young Adult - Female - None
user_610,Multilingual,114.04,1.0,5,Adult,Male,None,True,Adult - Male - None
user_6670,Visual Aid,68.68,1.0,1,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_9035,Multilingual,45.59,4.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_1996,High Contrast Mode,96.37,4.0,5,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_2909,High Contrast Mode,87.35,2.0,5,Adult,Male,None,True,Adult - Male - None
user_7506,Visual Aid,73.12,4.0,4,Senior,Female,None,True,Senior - Female - None
user_5686,Multilingual,57.24,3.0,3,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_6582,Multilingual,54.62,5.0,1,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_1479,High Contrast Mode,39.58,4.0,5,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_176,High Contrast Mode,90.52,4.0,5,Senior,Male,None,True,Senior - Male - None
user_4822,Colorblind Mode,98.38,2.0,1,Adult,Female,None,False,Adult - Female - None
user_604,High Contrast Mode,100.17,2.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_9160,Visual Aid,80.97,1.0,5,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_6970,Text-to-Speech,10.52,2.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_7737,Visual Aid,33.71,1.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_3075,Multilingual,95.34,3.0,2,Adult,Female,None,False,Adult - Female - None
user_2347,Visual Aid,75.01,3.0,2,Professional,Female,None,False,Professional - Female - None
user_5303,Colorblind Mode,79.97,3.0,1,Teenager,Male,None,False,Teenager - Male - None
user_8540,Visual Aid,113.29,2.0,2,Adult,Male,None,False,Adult - Male - None
user_6435,Visual Aid,73.43,2.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_8247,Visual Aid,48.53,5.0,2,Young Adult,Female,None,False,Young Adult - Female - None
user_4361,High Contrast Mode,57.55,5.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_8531,Multilingual,66.94,5.0,3,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_1176,High Contrast Mode,23.16,2.0,3,Teenager,Female,None,True,Teenager - Female - None
user_495,Colorblind Mode,50.6,3.0,4,Professional,Female,None,True,Professional - Female - None
user_6201,Visual Aid,14.12,4.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_2617,Visual Aid,63.32,3.0,5,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_4521,Multilingual,106.2,5.0,2,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_7540,Text-to-Speech,42.68,3.0,4,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_1217,Visual Aid,7.85,2.0,5,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_6344,Visual Aid,9.76,4.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_5693,Visual Aid,19.69,3.0,2,Professional,Female,None,False,Professional - Female - None
user_6417,Text-to-Speech,70.47,1.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_3183,Text-to-Speech,40.2,2.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_8774,Visual Aid,104.14,4.0,4,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_6871,Text-to-Speech,96.8,5.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_5193,Text-to-Speech,18.24,1.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_1140,Colorblind Mode,110.11,4.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_2988,Text-to-Speech,100.09,2.0,3,Adult,Male,None,True,Adult - Male - None
user_420,Text-to-Speech,87.58,1.0,2,Senior,Female,None,False,Senior - Female - None
user_5510,Colorblind Mode,92.89,5.0,5,Teenager,Female,None,True,Teenager - Female - None
user_4307,Multilingual,6.98,2.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_1817,Visual Aid,95.08,2.0,1,Senior,Male,None,False,Senior - Male - None
user_5814,High Contrast Mode,27.54,4.0,5,Teenager,Male,None,True,Teenager - Male - None
user_2110,High Contrast Mode,90.34,3.0,5,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_8231,Visual Aid,96.6,1.0,5,Adult,Female,None,True,Adult - Female - None
user_432,Visual Aid,33.09,3.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_7922,Text-to-Speech,49.73,5.0,5,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_8212,Text-to-Speech,32.82,5.0,4,Adult,Female,None,True,Adult - Female - None
user_6900,Visual Aid,73.74,3.0,0,Professional,Male,None,False,Professional - Male - None
user_4906,Text-to-Speech,68.51,3.0,2,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_7612,Visual Aid,64.21,2.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_7922,Multilingual,73.08,2.0,4,Professional,Female,None,True,Professional - Female - None
user_128,Text-to-Speech,54.0,1.0,1,Adult,Male,None,False,Adult - Male - None
user_1861,Colorblind Mode,66.02,3.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_6887,Colorblind Mode,60.5,3.0,4,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_9524,Colorblind Mode,116.14,1.0,4,Teenager,Female,None,True,Teenager - Female - None
user_6150,Multilingual,36.72,3.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_2270,Colorblind Mode,63.9,2.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_271,Text-to-Speech,104.97,3.0,3,Teenager,Female,None,True,Teenager - Female - None
user_2474,Multilingual,83.74,4.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_3923,Multilingual,108.77,5.0,0,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_3164,Colorblind Mode,119.55,4.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_6231,Multilingual,98.41,2.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_2057,Colorblind Mode,26.03,4.0,0,Adult,Female,None,False,Adult - Female - None
user_8055,High Contrast Mode,107.99,1.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_497,Colorblind Mode,14.42,1.0,1,Adult,Male,None,False,Adult - Male - None
user_6555,High Contrast Mode,6.65,5.0,5,Senior,Male,None,True,Senior - Male - None
user_6082,High Contrast Mode,27.15,5.0,1,Professional,Female,None,False,Professional - Female - None
user_4000,Multilingual,109.91,5.0,3,Adult,Female,None,True,Adult - Female - None
user_9172,Visual Aid,80.63,4.0,5,Adult,Female,None,True,Adult - Female - None
user_1183,Colorblind Mode,51.08,3.0,4,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_3415,Text-to-Speech,109.77,1.0,2,Professional,Female,None,False,Professional - Female - None
user_7737,High Contrast Mode,53.24,2.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_8849,Multilingual,11.35,3.0,0,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_9715,Colorblind Mode,92.27,5.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
